branch_id_str;jobs;lag_max_rss_g1_w1;lag_max_rss_global_w5;localJobs;target_cnt;target_has_dist;ts_dayofyear;ts_dow;ts_hour;ts_month;ts_weekofyear;ts_year;bp_arch_linuxaarch64;bp_arch_linuxx86_64;bp_compiler_clang19;bp_compiler_clang19_asan;bp_compiler_clang_asan;bp_compiler_clang_llvmcov;bp_compiler_gcc;bp_compiler_gcc11;bp_compiler_gcc13;bp_compiler_gcc7;bp_compiler_gcc9;bp_compiler_gcc9_syntaxonly;bp_compiler_gcc_futurewarnings;bp_compiler_gcc_syntaxonly;bp_compiler_gcc_ubsan_trap;bp_compiler_unknown;bp_opt_debug_mold;bp_opt_nobasis;bp_opt_optimized;bp_opt_optimized_CommonCryptoValidation;bp_opt_optimized_LCM_development;bp_opt_optimized_mold;bp_opt_optimized_sync_guard;bp_opt_optimized_tsan;bp_opt_optimized_valgrind;bp_opt_optimized_with_dbgsymbols;bp_opt_release;bp_opt_release_stripped_for_hde;bp_opt_release_stripped_for_hde_LCM_development;bp_opt_unknown;component_component_1;location_location_1;location_location_2;location_location_3;makeType_opt;makeType_rel;time;max_rss_gb_true;max_rss_class_true
80;1000;79981305856.0;69903156838.4;28;2;1;116;5;18;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 18:39:58.895;62.10519027709961;1
9;1000;86271942656.0;63636135936.0;28;3;1;116;5;18;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-26 18:41:53.664;75.14128112792969;1
237;1000;66684940288.0;73461697740.8;28;2;1;116;5;18;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 18:42:04.727;66.12960433959961;1
47;500;192568066048.0;76925329408.0;36;2;1;116;5;18;4;17;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:43:54.482;65.42516326904297;1
256;500;76606525440.0;74979015065.6;36;1;0;116;5;18;4;17;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:46:26.916;46.17288589477539;0
41;500;70249734144.0;67640178278.4;36;2;1;116;5;18;4;17;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:46:35.299;98.86155700683594;1
127;500;71006121984.0;75533547929.6;36;2;1;116;5;18;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:47:22.666;44.63135528564453;0
160;500;47922552832.0;68981591244.8;36;2;1;116;5;18;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:48:01.941;47.69263458251953;0
404;500;106151788544.0;65022282137.6;36;2;1;116;5;18;4;17;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:48:52.936;179.1014633178711;3
13;500;106753171456.0;89434081689.6;36;2;1;116;5;18;4;17;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-26 18:56:32.731;57.47859191894531;0
38;500;51209576448.0;91861963571.2;36;3;1;116;5;18;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 18:58:59.329;41.11167907714844;0
13;2000;53687963648.0;79460271718.4;60;1;0;116;5;19;4;17;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-26 19:02:01.602;48.82844161987305;0
15;500;18572632064.0;80361589145.6;36;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-26 19:10:05.471;30.952850341796875;0
108;500;44143329280.0;76766747852.8;36;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 19:11:35.263;29.392654418945312;0
14;1000;31560122368.0;44617025945.6;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:13:52.872;23.094993591308594;0
36;1000;24798060544.0;37233204428.8;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:17:33.936;32.149723052978516;0
9;1000;34520502272.0;35308639027.2;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:17:35.036;35.04958724975586;0
276;1000;37634207744.0;32349652582.4;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:17:58.174;33.06797409057617;0
250;1000;35506466816.0;32803871948.8;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:18:08.773;37.854042053222656;0
9;1000;40645468160.0;34620941107.2;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:19:57.694;33.86920166015625;0
51;1000;36366778368.0;36934684672.0;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:20:20.319;22.803176879882812;0
33;1000;24484724736.0;34927529164.8;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:20:56.635;77.28569793701172;1
51;1000;82984886272.0;43997664870.4;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:20:58.732;41.507938385009766;0
64;1000;44568809472.0;45810133401.6;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:21:05.889;64.75928115844727;1
51;1000;69534748672.0;51587989504.0;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:22:25.173;66.78290176391602;1
51;1000;71707594752.0;58656152780.8;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:22:55.419;23.464515686035156;0
13;1000;25194831872.0;58798174208.0;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:24:20.900;28.722137451171875;0
51;500;30840160256.0;48369229004.8;36;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 19:35:10.429;25.44500732421875;0
206;500;27321368576.0;44919740825.6;36;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 19:36:15.877;32.392601013183594;0
46;500;34781290496.0;37969049190.4;36;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 19:36:29.164;27.232830047607422;0
9;1000;115822166016.0;29475735961.6;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:38:34.311;38.14882278442383;0
63;1000;29241028608.0;32629166899.2;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:40:33.556;37.355262756347656;0
14;1000;70874193920.0;34483116441.6;28;3;1;116;5;19;4;17;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-26 19:41:59.817;56.63311004638672;0
71;500;40109907968.0;41180710502.4;36;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 19:53:55.284;45.138702392578125;0
51;1000;40961986560.0;43917914931.2;28;2;1;116;5;19;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;2025-04-26 19:59:12.912;25.751819610595703;0
51;1000;48467312640.0;43599870361.6;28;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 20:03:49.679;31.258785247802734;0
9;500;80682336256.0;42120246067.2;36;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-26 20:07:33.188;45.864105224609375;0
15;500;33235369984.0;43947506073.6;36;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-26 20:10:57.973;18.158050537109375;0
246;1000;33563865088.0;35685049958.4;28;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 20:22:03.596;33.45243835449219;0
150;500;35919282176.0;33175443865.6;36;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 20:26:53.732;21.755695343017578;0
9;1000;64260132864.0;32317282713.6;28;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-26 20:27:56.091;215.6438980102539;3
82;500;23360000000.0;71913684172.8;36;2;0;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 20:29:31.656;10.225639343261719;0
14;1000;231545872384.0;64260381900.8;28;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-26 20:33:04.227;119.63225555419922;2
191;1000;49246208000.0;86051801497.6;28;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-26 20:36:36.219;108.1789436340332;1
82;500;10979696640.0;102099196313.6;36;1;0;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 20:40:37.111;76.10306549072266;1
36;1000;116156256256.0;113770205184.0;28;3;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-26 20:44:08.213;79.00278854370117;1
100;1000;81715044352.0;84426750361.6;28;2;1;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 20:49:32.649;34.86347579956055;0
82;500;84828598272.0;89717685452.8;36;1;0;116;5;20;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-26 20:58:03.696;89.3760986328125;1
82;500;43993493504.0;83220225228.8;36;1;0;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-26 21:00:22.378;88.1802978515625;1
13;500;95966855168.0;78925548748.8;36;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-26 21:03:31.825;88.4895248413086;1
13;500;61717168128.0;81585520640.0;36;2;1;116;5;21;4;17;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-26 21:04:24.934;62.79975891113281;1
13;500;128454156288.0;78105946521.6;36;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-26 21:04:52.232;93.86159896850586;1
9;1000;27650805760.0;90775696998.4;28;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;2025-04-26 21:14:41.736;37.508758544921875;0
82;500;37434372096.0;79637270528.0;36;3;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 21:21:16.901;36.55890655517578;0
146;1000;39254827008.0;68551661158.4;28;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 21:21:18.347;32.29463195800781;0
15;500;19497058304.0;56483899801.6;36;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-26 21:24:08.053;17.94585418701172;0
13;2000;52429139968.0;46851597107.2;60;1;0;116;5;21;4;17;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-26 21:41:31.931;79.55604553222656;1
83;1000;95014903808.0;43779502899.2;28;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-26 21:47:17.314;109.54750061035156;1
47;500;117625733120.0;59249704960.0;36;3;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-26 21:47:24.750;108.21623992919922;1
122;500;116196302848.0;74638000128.0;36;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-26 21:49:03.204;85.06051635742188;1
416;500;192308731904.0;85969387520.0;36;2;1;116;5;21;4;17;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-26 21:51:24.088;129.3955421447754;2
95;1000;34676097024.0;109903025766.4;28;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 21:51:58.522;68.57217025756836;1
47;500;94682873856.0;107544256512.0;26;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-26 21:54:45.159;68.40962600708008;1
242;1000;91333033984.0;98709965209.6;28;2;1;116;5;21;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-26 21:54:51.858;75.9945182800293;1
323;1000;138937405440.0;91790403174.4;28;2;1;116;5;21;4;17;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 21:59:52.069;164.83461380004883;2
323;1000;73454276608.0;108921760153.6;28;2;1;116;5;22;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-26 22:00:02.070;83.45593643188477;1
13;500;40274722816.0;99056304947.2;36;2;1;116;5;22;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;2025-04-26 22:01:59.638;125.39315414428711;2
15;500;18489987072.0;111258518323.2;36;2;1;116;5;22;4;17;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2025-04-26 22:09:51.450;17.629119873046875;0
15;500;19269214208.0;100353487667.2;36;2;1;116;5;22;4;17;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-26 22:11:21.522;29.027111053466797;0
56;1000;73628807168.0;90267313766.4;28;1;0;116;5;22;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 22:13:38.699;57.595523834228516;0
24;500;105753600000.0;67237894553.6;36;2;1;116;5;22;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-26 22:14:52.940;48.98347854614258;0
56;1000;61842722816.0;59834990592.0;28;2;1;116;5;22;4;17;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-26 22:18:02.967;63.281402587890625;1
